unicode	ids_sequence	xhzd_index	variant	variant_warning	gong_huangcheng_reading	rhyme_class	initial_class	pronunciation_warning	english_definition
𗕁	⿰⿸𘡋𘤜𘡭	5068			tśji	1.10	VII		to grow
𗕂	⿸𘡋⿱𘡅⿰𘫾𘠢	5501			gju	2.3	V		tool
𗕃	⿱𘡍𘢷	5813			tsow	1.54	VII		soup
𗕄	⿱𘡍⿲𘡃𘠌𘡃	5811			rjir	2.72	IX		juice
𗕅	⿱𘡍⿲𘡃𘠌𘣹	5812			miej	1.34	I		cheese
𗕆	⿱𘡍⿰𘤮𘣝	5809			lu	1.1	IX		moist
𗕇	⿱𘡍⿰𘤮𘤕	5808			lu	2.1	IX		juice
𗕈	⿱𘡍⿲𘢰𘢌𘠴	5804			nu	1.1	III		mud
𗕉	⿱𘡍⿰𘤧⿺𘢍𘡹	5816			śjow	2.48	VII		otter
𗕊	⿱𘡍⿲𘦳𘠈𘦳								
𗕋	⿱𘡎𘡪	1425			lji̱r	1.93	IX		plough
𗕌	⿱𘡎𘢌	1148			zjĩ	1.16	IX		a surname
𗕍	⿱𘡎𘦧	912			lji̱r	1.93	IX		tired
𗕎	⿱𘡎⿰𘥍𘠅	1444			ne̱w	2.41	III		to be smooth and steady
𗕏	⿱𘡎⿲𘠡𘠁𘠨	1359			tśjɨr	2.77	VII	true	conceited
𗕐	⿱𘡎⿰𘠡𘣇	1252			kjɨ̣	1.69	V		to fear
𗕑	⿱𘡎⿲𘠁𘡱𘠢	966			khjɨ	2.28	V		ten thousand
𗕒	⿱𘡎⿰𘠐𘣣	1089			nji	1.11	III		to take a wife
𗕓	⿱𘡎⿰𘠡𘥌	1244					III	true	still
𗕔	⿱𘡎⿲𘠁𘣴𘠢	959			thej	1.33	III		platform
𗕕	⿱𘡎⿲𘠁𘤷𘠢	974			phə	1.27	I		tooth
𗕖	⿱𘡎⿺𘢍⿰𘫺𘠅	1150			kiọ	1.71	V		to observe
𗕗	⿱𘡎⿰⿱𘠚𘠳𘠴	1182			rjijr	2.68	IX		to adore
𗕘	⿱𘡎⿲𘠡𘠁𘣦	1247			ŋə	1.27	V		I
𗕙	⿱𘡎⿰𘠡𘦞	1246			phə	1.27	I		conceited
𗕚	⿱𘡎⿲𘠨𘡿𘠢	1216			mja	1.20	I		ten thousand
𗕛	⿱𘡎⿰𘢌𘣟	1413			tej	1.33	III		well-proportioned
𗕜	⿱𘡎⿲𘠡𘠮𘢒	1360			·wa	1.17	II		to hide
𗕝	⿱𘡎⿲𘠡𘤕𘠢	1194			phjɨ̣	1.69	I		to contract
𗕞	⿱𘡎⿲𘠡𘥇𘠢	1198			dzo̱	2.45	VI		to ride
𗕟	⿱𘡎⿰𘣟𘤔	1436			tjɨ̣	2.61	III		broken
𗕠	⿱𘡎⿰𘣣𘣮	967			kho	1.49	V		a classifier
𗕡	⿱𘡎⿲𘡰𘠁𘤕	1337			zjor	1.90	IX		to redeem
𗕢	⿱𘡎⿰𘠁𘪣	1062			khjɨ	2.28	V		owlet
𗕣	⿱𘡎⿲𘠐𘢌𘢶	945			tshjạ	1.64	VI		angry
𗕤	⿱𘡎⿰𘢏𘦔	1268			śjwa	1.19	VII		to seek for happiness
𗕥	⿱𘡎⿲𘤊𘠁𘢌	1339			bji̱	2.12	I		shining
𗕦	⿱𘡎⿰𘦳𘢷	1400			thjɨ	1.30	III		restrained
𗕧	⿱𘡎⿰𘢰𘦜	920			dwu	2.1	III		like
𗕨	⿱𘡎⿲𘠡𘠨𘤬	1373			lọ	1.70	IX		to love
𗕩	⿱𘡎⿲𘠣𘠐𘧀	1127			ljwụ	1.59	IX		harmonious
𗕪	⿱𘡎⿲𘡸𘤱𘠢	960			mjịj	1.61	I		woman
𗕫	⿱𘡎⿲𘢏𘠁𘦇	1190			rur	2.69	IX		to like
𗕬	⿱𘡎⿰𘢌𘨓	1418			śjɨ	2.27	VII		light
𗕭	⿱𘡎⿲𘤏𘢒𘠢	946			tśhjwɨr	1.86	VII		silly
𗕮	⿱𘡎⿰𘠡𘪧	1361			tśhji̱	1.14	VII		to pull
𗕯	⿳𘡎⿰𘠡𘢚𘣗	903			ljo̱	2.46	IX		bedding
𗕰	⿱𘡎⿰𘠁𘫙	921			lhji̱	1.14	IX		to pull out
𗕱	⿱𘡎⿲𘢌𘡰𘢌	1378			ɣie	1.9	VIII		height (of a person)
𗕲	⿱𘡎⿲𘤏𘠁𘦳	1090			tśhjwɨr	1.86	VII		to flog
𗕳	⿱𘡎⿲𘠡𘥍𘤾	1191			śjɨ̣	1.69	VII		to change
𗕴	⿱𘡎⿲𘠡𘧖𘢌	1362	𘟓		tsjɨ̣j	1.62	VI		modest
𗕵	⿱𘡎⿰𘪲𘤧	1291			dźjwa̱	1.21	VII		to burst
𗕶	⿰𘡒𘠡	1504			ɣạ	2.56	VIII		mad
𗕷	⿰𘡒𘡑	1492			ŋwej	2.30	V		flat
𗕸	⿰𘡒𘡢	444			tśhjow	1.56	VII		a transliteration
𗕹	⿰𘡒𘡫	456			tjạ	1.64	III		to answer
𗕺	⿰𘡒𘡮	445			ŋwu̱	2.5	V		speech
𗕻	⿰𘡒𘡺	1485			kho	1.49	V		ditch
𗕼	⿰𘡒𘢒	731			lju	2.2	IX		to spread
𗕽	⿰𘡒𘢤	1817			dạ	2.56	III		to know
𗕾	⿰𘡒𘢱	1484			kju	1.3	V		a transliteration
𗕿	⿰𘡒𘢶	1483			njij	2.33	III		kind
𗖀	⿰𘡒𘣣	455			dzjɨj	2.37	VI		to suit
𗖁	⿰𘡒𘣵	428			dzjụ	1.59	VI		tall
𗖂	⿲𘡒𘠁𘡲	447			tśhjwo	1.48	VII		to advise
𗖃	⿲𘡒𘠁𘢌	627						true	?
𗖄	⿰𘡒𘤅	619			njwi	1.11	III		kindness
𗖅	⿰𘡒⿱𘫺𘠘	1516			sjwi	2.10	VI		to go along with
𗖆	⿰𘡒⿸𘡋𘠡	1819			gie̱j	1.38	V		living in peace
𗖇	⿰𘡒𘤮	1818			khia	2.15	V		firm; skilful
𗖈	⿰𘡒𘤷	1527			phja̱	1.23	I		to forbid
𗖉	⿲𘡒𘠡𘡑	1509			thọ	1.70	III		insane
𗖊	⿰𘡒𘥤	457			śjɨ	1.29	VII		to send (an envoy)
𗖋	⿰𘡒𘥦	432			sjwɨ	2.28	VI		who
𗖌	⿰𘡒𘥩	448			gjɨ	2.28	V		one
𗖍	⿲𘡒𘡱𘠢	837			lja̱	1.23	IX		praise
𗖎	⿲𘡒𘠁𘣑	454			kiẹj	2.53	V		to judge
𗖏	⿰𘡒𘥱	429			njwo	2.44	III		former times
𗖐	⿲𘡒𘠁𘣝	461			bju	1.3	I		hiccup
𗖑	⿰𘡒𘥲	727			lju	2.2	IX		to plot
𗖒	⿲𘡒𘠐𘢌	628			dạ	2.56	III		fault
𗖓	⿲𘡒𘠐𘢚	729			lho̱	1.52	IX		to report
𗖔	⿲𘡒𘠁𘤏	728			xa	2.14	VIII		peaceful
𗖕	⿰𘡒𘥾	626			nạ	2.56	III		to scold
𗖖	⿰𘡒𘦌	733			njɨ̣	1.69	III		to tell
𗖗	⿰𘡒𘦲	1813			sẽ	2.13	VI		to blow (one’s nose)
𗖘	⿰𘡒𘦳	1824			njwo	2.44	III		word
𗖙	⿲𘡒𘢰𘠡	1499			sa	2.14	VI		to speak
𗖚	⿲𘡒𘢰𘠢	835			sa	2.14	VI		to report
𗖛	⿰𘡒𘧦	434			ɣiẹ	1.66	VIII		alas
𗖜	⿰𘡒𘧭	462			tjạ	1.64	III		to force
𗖝	⿲𘡒𘠁𘦜	1809			njij	2.33	III		few
𗖞	⿲𘡒𘠁𘦳	1828			tśjịj	1.61	VII		to flatter
𗖟	⿲𘡒𘢌𘠴	435			kjạ	1.64	V		musical instrument
𗖠	⿲𘡒𘢌𘡑	1507			ŋwej	2.30	V		harmonious
𗖡	⿰𘡒𘧿	1820			tjạ	1.64	III		crime
𗖢	⿰𘡒𘨅	1810			ne̱j	2.34	III		to indicate
𗖣	⿰𘡒𘨆	1827			źier	1.78	IX		to swear
𗖤	⿰𘡒𘨈	1831			tu̱	1.5	III		to look for
𗖥	⿰𘡒𘫵	1487			tśhjwi	1.10	VII		to advise
𗖦	⿲𘡒𘠞𘫽	1536			śjwow	2.49	VII		to dispatch
𗖧	⿰𘡒𘨼	1544			·ji	2.9	VIII		a transliteration
𗖨	⿲𘡒𘡡𘢓	1511			rer	1.77	IX		peaceful
𗖩	⿰𘡒⿱𘣘⿰𘠒𘠉	897			ljị	1.67	IX		to quarrel
𗖪	⿲𘡒⿱𘠂⿰𘠁𘠩𘡃	1523			lhã		IX		swelling
𗖫	⿲𘡒𘦂𘠢	838			njạ	2.57	III		to help
𗖬	⿲𘡒𘦢𘠢	836			kjiwr	1.88	V		to get worried
𗖭	⿰𘡒⿱𘢫⿰𘠨𘠁	1821			nju̱	2.6	III		happy
𗖮	⿲𘡒𘡢𘣲	888			tśhjow	1.56	VII		thatched hut
𗖯	⿰𘡒⿱𘣘𘡯	898			·ja		VIII		a transliteration
𗖰	⿰𘡒⿱𘠀⿰𘦳𘠢	437			lwər	2.76	IX		sutra
𗖱	⿲𘡒𘢈𘤻	1520			·wu		VIII		a transliteration
𗖲	⿰𘡒⿱𘡎⿲𘠈𘠁𘢌	1538			lhju	1.3	IX		to increase
𗖳	⿲𘡒𘥖𘢌	630			la	1.17	IX		to weave
𗖴	⿲𘡒𘥖𘣈	436			kjiwr	2.79	V		weaving
𗖵	⿰𘡒⿰𘠁⿰𘡱𘣵	433			bju	1.3	I		a preposition
𗖶	⿲𘡒𘢌𘥦	441			sjwɨ	1.30	VI		who
𗖷	⿲𘡒𘦈𘢌	629			du	1.4	III		anger
𗖸	⿲𘡒𘫾𘤜	1822			ŋwu̱	1.5	V		to say
𗖹	⿰𘡒⿺𘢲⿱𘠀𘣣								
𗖺	⿰𘡒⿺𘢲𘦓	1811			kju	1.3	V		eardrop
𗖻	⿲𘡒𘢰𘦢	1830			pjụ	1.59	I		respect
𗖼	⿲𘡒𘨼𘠾	1491			ljịj	1.61	IX		lazy
𗖽	⿰𘡒𘫕	427			·jij	1.35	VIII		a transliteration
𗖾	⿰𘡒𘫙	430			thə̣	1.68	III		to force
𗖿	⿰𘡒⿱𘡣𘧱	452	𗖾		thə̣	1.68	III		to force
𗗀	⿲𘡒𘥤𘣥	450			śjɨ	1.29	VII		wan and sallow
𗗁	⿲𘡒𘥤𘫿	1534			śjɨ	1.29	VII		ashamed
𗗂	⿲𘡒𘥷𘤕	734			mo	2.42	I		a modal auxiliary
𗗃	⿲𘡒𘢈𘨼	1540			·wu	1.59	VIII	true	a transliteration
𗗄	⿲𘡒𘢒⿱𘠊𘤾	438			lju	2.2	IX		an official title
𗗅	⿲𘡒𘨆𘡢	446			śjwij	1.35	VIII		to curse
𗗆	⿲𘡒𘢌𘫴	1489			sẽ	1.15	VI		Buddhist monk
𗗇	⿲𘡒𘨏𘤷	1522			gju	1.3	V		to confess
𗗈	⿰𘡒𘫦	1814			do	1.49	III		to read
𗗉	⿰𘡒𘫩	1532			ŋwej	2.30	V		to sing happily
𗗊	⿰𘡒⿺𘢲𘩢	1812			kju	1.3	V		sprouts
𗗋	⿰𘡒⿰𘨈⿰𘠁𘤜								
𗗌	⿲𘡒𘡒⿱𘧉𘢌	1537			go	1.49	V		house
𗗍	⿲𘡒𘨼𘥿	634			ljịj	1.61	IX		a kind of maggot
𗗎	⿱𘡓⿰𘠹𘢓	4069	𗗏		pjwɨ̱r	1.92	I		to advise
𗗏	⿱𘡓⿺𘠺𘢓	4066			pjwɨ̱r	1.92	I		to advise
𗗐	⿱𘡓⿲𘫺𘠁𘫺	4073			·jiw	2.40	VIII		life
𗗑	⿱𘡓⿰𘧫𘠴	4065			kjụ	1.59	V		to live
𗗒	⿱𘡓⿰𘧫𘪣	4072			kjụ	1.59	V		land
𗗓	⿰𘡔𘡫	229			ŋjow	2.48	V		bottle
𗗔	⿰𘡔𘡱	218			·ji̱j	1.39	VIII		flat
𗗕	⿰𘡔𘣨	207			ljɨ̣j	2.55	IX		changing
𗗖	⿰𘡔𘤃	504			ljɨ̣j	2.55	IX		spinach
𗗗	⿰𘡔𘤮	1612			·ji̱j	1.39	VIII		exploits
𗗘	⿰𘡔𘤻	1079			ljɨ̣j	2.55	IX		sweet
𗗙	⿰𘡔𘥔	1139			·jij	1.36	VIII		a possessive adverb
𗗚	⿰𘡔𘦆	661			ŋjow	2.48	V		sea
𗗛	⿰𘡔𘧦	173			lhia̱	2.20	IX		dazzle
𗗜	⿲𘡔𘡡𘢌	509			thjowr	2.83	III		to wave
𗗝	⿰𘡔𘩢	1619			·ji̱j	1.39	VIII		a kind of vegetable
𗗞	⿲𘡔𘡡𘤕	663			liẹj	1.60	IX		cooked wheaten food
𗗟	⿲𘡔𘦖𘣀	1101			·jij	1.36	VIII		will
𗗠	⿲𘡔𘦳𘢶	956			lhia̱	2.20	IX		to lick
𗗡	⿲𘡔𘤃𘨱	955			ljɨ̣j	2.55	IX		dirty
𗗢	⿰𘡔⿱𘨝⿲𘡃𘠨𘠢	1593			thjij	1.36	III		dagger
𗗣	⿰𘡕𘡫	5845	𗗤		lwə	2.25	IX		trade
𗗤	⿰𘡕𘡬	5836			lwə	2.25	IX		trade
𗗥	⿰𘡕𘢌	5875			źji	2.9	IX		to sell and buy
𗗦	⿰𘡕𘣀	5950			phə	1.27	I		price
𗗧	⿲𘡕𘢌𘠢	5910			kia	1.18	V		price
𗗨	⿰𘡕⿱𘣍𘠺	5839			zji	2.9	IX		man and his wife’s brother
𗗩	⿲𘡕𘢌𘡫	5847			phja	1.20	I		to sell
𗗪	⿲𘡕𘫽𘠴	5840			kji̱	1.14	V		commerce
𗗫	⿲𘡕𘣀𘢷	5957			tser	1.77	VI		to traffic
𗗬	⿲𘡕𘥤𘣃	5949			ljwu	1.3	IX		among
𗗭	⿲𘡕⿱𘠊𘡤𘦳	5984			tśjo̱w	2.50	VII		to attend
𗗮	⿲𘡕𘥤𘦂	5953			ljwu	1.3	IX		to traffic
𗗯	⿰𘡖𘢶	1170			tśjij	2.32	VII		dog
𗗰	⿰𘡖𘤃	591			khjwɨ	2.28	V		a kind of grass
𗗱	⿰𘡖𘤧	1870			dźiə	1.28	VII		fox
𗗲	⿰𘡖𘤮	1707			khiẹ	2.59	V		to butcher
𗗳	⿲𘡖𘠠𘡗	1397			khjwɨ	2.28	V		dirty
𗗴	⿰𘡖𘥜	311			tshjwɨ	1.30	VI		to bark
𗗵	⿲𘡖𘠁𘤸	1195			khie	2.8	V		yak
𗗶	⿰𘡖𘦜	1666			nə	2.25	III		fox
𗗷	⿰𘡖𘦲	1691			nji̱	2.12	III		noise
𗗸	⿲𘡖𘦳𘠅	1276			wa	1.17	II		eddy
𗗹	⿰𘡖𘨬	1311			śjwa̱	2.18	VII		bellyband
𗗺	⿰𘡖⿺𘢍𘡹	1310			ljɨ̱	1.32	IX		wolf
𗗻	⿲𘡖𘢰𘢌	573			na	1.17	III		dog
𗗼	⿲𘡖𘢈𘤃	584			na	1.17	III		wizard
𗗽	⿲𘡖𘤧𘢌	602			dźiə	1.28	VII		a surname
𗗾	⿲𘡖𘦳𘠴	294			wa	1.17	II		pig
𗗿	⿰𘡖𘪾	1312			ta	1.17	III		dog
𗘀	⿰𘡖⿳𘢸𘠡𘠺	1203			kew	2.38	V		chrysalis
𗘁	⿲𘡖𘡯𘥜	285			rer	1.77	IX		to bark
𗘂	⿲𘡖𘦝𘢶	1200			khjwɨ	1.30	V		dog
𗘃	⿰𘡖⿺𘢦𘥫	286			na	1.17	III		buttocks
𗘄	⿰𘡖⿱𘢸𘥿	1313			ta	1.17	III		maggot
𗘅	⿲𘡖𘨏𘤷	1375			gju	1.3	V		pig
𗘆	⿰𘡖⿱𘢸𘩏	1314			kew	2.38	V		a transliteration
𗘇	⿲𘡖𘨏𘧓								
𗘈	⿰𘡗𘠅	1219			ŋwer	2.71	V		slack
𗘉	⿰𘡗⿱𘠀𘠨	379			ŋjow	2.48	V		pearl
𗘊	⿲𘡗𘠁𘠧	318			tshjwu	2.3	VI		magpie
𗘋	⿲𘡗𘠁𘡗	1347			kạ	1.63	V		seven
𗘌	⿲𘡗𘠁𘢌	559			śjwow	1.56	VII		to send
𗘍	⿲𘡗𘠁𘣮	257			ŋwər	1.84	V		blue and green
𗘎	⿰𘡗𘧤	332			ŋwər	1.84	V		seven
𗘏	⿲𘡗𘠁𘥦	267			śjwɨj	1.42	VII		to send
𗘐	⿲𘡗𘠁𘥿	560			kwej	1.33	V		a kind of insect
𗘑	⿲𘡗𘠁𘦢	1765			bə	2.25	VII		dark green
𗘒	⿲𘡗𘠁𘦳	1749			kwej	1.33	V		hoof
𗘓	⿰𘡗⿱𘡊𘢓	1703			xju	1.3	VIII		empty
𗘔	⿰𘡗𘨱	1169			tshjwu	1.3	VI		to swear
𗘕	⿰𘡗⿱𘣍𘠺	292			ŋwər	1.84	V		family dependants
𗘖	⿲𘡗𘠒𘦳	1766			xu	2.4	VIII		hoof
𗘗	⿰𘡗⿱𘣍𘢥	319			tshjwu	1.3	VI		rainbow
𗘘	⿰𘡗⿱𘠗⿰𘥿𘠁	1717			ŋwər	2.76	V		colored silk
𗘙	⿲𘡗⿱𘠀𘠨𘥿	587			ŋjow	2.48	V		scorpion
𗘚	⿰𘡗⿱𘡊⿰𘣜𘠢	1702			tshjwu	1.3	VI		dark green
𗘛	⿰𘡗⿱𘡎⿰𘠶𘢌	1367			tshjwu	1.3	VI		to dye
𗘜	⿰𘡗⿰𘦳⿰𘠐𘤾	870			gja̱	2.21	V		to be lame
𗘝	⿰𘡘𘢬	1615			lu	2.1	IX		five
𗘞	⿰𘡘𘤅	480			lha		IX		sage
𗘟	⿰𘡘𘫽	1080			lu	2.1	IX		holy
𗘠	⿰𘡘𘥠	158			rjijr	2.68	IX		leg
𗘡	⿲𘡘𘠁𘤕	737			tśhjɨj	1.42	VII		down
𗘢	⿰𘡘𘧖	1004			tśhjɨj	1.42	VII		thin
𗘣	⿲𘡘𘢰𘦜	1589			·jwɨr	1.86	VIII		looks
𗘤	⿱𘡛⿰𘠁𘣣	1070			lhew	1.43	IX		marriage
𗘥	⿱𘡛⿰𘠁𘣽	1021			lhew	1.43	IX		miscellaneous
𗘦	⿱𘡛⿰𘠁𘤩	1058			dźjij	1.36	VII		a transliteration
𗘧	⿱𘡛⿰𘠁𘤸	969			dźjir	2.72	VII		butter
𗘨	⿱𘡛⿲𘠁𘡃𘠴	970			dźie̱j	1.38	VII		a surname
𗘩	⿱𘡛⿲𘠁𘡃𘡃	1103			nər	2.76	III		yellow
𗘪	⿱𘡛⿰𘠁𘧓	1137			lhew	1.43	IX		clan
𗘫	⿱𘡛⿲𘡃𘠒𘠢	1192			lju̱	1.7	IX		to fall scattered
𗘬	⿱𘡛⿲𘡃𘠒𘡃	1363			sjwa	1.20	VI		time
𗘭	⿱𘡛⿰𘫽𘢌	1299			tha	2.14	III		a surname
𗘮	⿱𘡛⿲𘤅𘡃𘠢	1545			nər	1.84	III		yellow
𗘯	⿰𘡜𘢌	2536			·wjij	2.32	II		a modal auxiliary
𗘰	⿸𘡟𘢰	3022			bia̱	2.20	I		dark
𗘱	⿸𘡟𘣌	3086			ŋwu̱	1.5	V		to submit
𗘲	⿰𘡡𘢌	4440			rjɨj	2.37	IX		pavilion
𗘳	⿰𘡡𘦢	4460			dju̱	2.6	III		to stab
𗘴	⿰𘡡⿱𘡩𘡔	4450			mju̱	2.6	III		to move
𗘵	⿰𘡡𘫨	4458			khji	2.10	V		to cut
𗘶	⿰𘡢𘠾	936			gjɨ̱	1.32	V		a sudden peal of thunder
𗘷	⿰𘡢𘡯	222			xowr	1.91	VIII		to roar
𗘸	⿲𘡢𘠈𘠶	202	𗘹		khjã	1.26	V		a transliteration
𗘹	⿲𘡢𘠈𘠷	162			khjã	1.26	V		a transliteration
𗘺	⿰𘡢𘣩	201			mjij	1.36	I		quiet
𗘻	⿲𘡢𘠁𘢷	1124			djọ	1.72	III		a sorrowfull sigh
𗘼	⿰𘡢𘤎	775			gju̱	1.7	V		a transliteration
𗘽	⿰𘡢𘤩	1631			thjwɨ	1.30	III		fear
𗘾	⿰𘡢𘥁	1128			kwə	2.25	V		conch
𗘿	⿰𘡢𘥔	1140			po	1.49	I		well-balanced
𗙀	⿰𘡢⿱𘠬𘡑	773			bju̱	2.6	I		a reward
𗙁	⿰𘡢𘦘	1849			mə	2.25	I		sound
𗙂	⿲𘡢𘢤𘠡	1027			dewr	1.87	III		drum
𗙃	⿰𘡢𘦦	1661			ljĩ	1.16	IX		a transliteration
𗙄	⿲𘡢𘢪𘠢	751			śiər	1.85	VII		sound
𗙅	⿰𘡢𘦲	1594			xər	1.84	VIII		to hum
𗙆	⿰𘡢𘧆	1081			xia	1.18	VIII		blocked
𗙇	⿲𘡢𘡯𘡘	1008			zew	2.38	IX		to howl
𗙈	⿰𘡢⿱𘠀𘦪	182			wjạ	1.64	II		to allow
𗙉	⿲𘡢𘠁𘧀	1129			ɣar	1.80	VIII		to choke
𗙊	⿲𘡢𘡀𘡤	205			dźiã	1.25	VII		a transliteration
𗙋	⿲𘡢𘢌𘡑	1028			dzow	1.54	VI		harmony
𗙌	⿲𘡢𘡃𘡯	223			kiə	1.28	V		to call
𗙍	⿰𘡢𘨆	1642			khiwə		V		to abuse
𗙎	⿰𘡢𘨉	1632			sew	1.43	VI		information
𗙏	⿰𘡢𘨊	1586			ɣiẹ	2.59	VIII		sound
𗙐	⿰𘡢𘨰	1007			se	2.7	VI		to whistle
𗙑	⿲𘡢𘠞𘤳	1010			ɣiẹ	2.59	VIII		breath
𗙒	⿲𘡢𘡤𘢌	498			lia	1.18	IX		a transliteration
𗙓	⿰𘡢𘩑	209			ljwĩ	1.16	IX		a transliteration
𗙔	⿲𘡢𘠕𘦳	1643			xwã	1.24	VIII		a transliteration
𗙕	⿲𘡢𘢌𘡭	165			xa		VIII		to shout
𗙖	⿰𘡢⿸𘡈𘤻	659			phã	1.24	I		a transliteration
𗙗	⿲𘡢𘤜𘠴	164			dạ	2.56	III		chime
𗙘	⿲𘡢𘤷𘠴	178			ɣiẹ	2.59	VIII		bell
𗙙	⿰𘡢𘪋	1006			kẽ	1.15	V		a transliteration
𗙚	⿰𘡢𘪏	962			phjĩ	1.16	I		a transliteration
𗙛	⿰𘡢𘪒	1005			ljɨ	2.27	IX		a transliteration
𗙜	⿰𘡢𘪘	777			śiwej	1.34	VII		very fast
𗙝	⿲𘡢𘡡𘤧	1845			khạ		V		(usually used in the negative) sound
𗙞	⿰𘡢⿱𘣍𘢥	203					V	true	dragon
𗙟	⿲𘡢𘢌𘤳	1009			ge̱j	2.34	V		a transliteration
𗙠	⿰𘡢⿱𘡩𘥛	855			dźia	1.18	VII		noise
𗙡	⿲𘡢𘪴𘠅	1029			kwar	1.80	V		to cry
𗙢	⿲𘡢𘫿𘤏	653			wã	2.22	II		a transliteration
𗙣	⿲𘡢𘡒𘨆	1644			xja	1.19	VIII		to condemn
𗙤	⿰𘡢𘫓	1123			pjĩ	1.16	I		a transliteration
𗙥	⿲𘡢𘨷𘣡	161			djịj	1.61	III		sigh
𗙦	⿰𘡢⿱𘦯⿰𘡃𘢤	1613			dźjĩ	1.16	VII		a transliteration
𗙧	⿲𘡢𘤳𘫴	937			mjijr	1.74	I		flourishing
𗙨	⿲𘡢𘠁⿱𘨝⿰𘠨𘡃	1650			·jijr	1.74	VIII		rapidly
𗙩	⿲𘡢𘪦𘤾	846			xjiw	1.45	VIII		stop
𗙪	⿲𘡢𘨷𘨷	1102			kjã	1.26	V		a transliteration
𗙫	⿲𘡢𘫽𘫹	774			·a		VIII		a transliteration
𗙬	⿱𘡣𘣺	75			śio̱w	1.57	VII		a transliteration
𗙭	⿰𘡤𘣣	224			rar	1.80	IX		thousand
𗙮	⿰𘡤𘫿	1083			tśhjwɨ	1.29	VII		foot mark
𗙯	⿰𘡤𘤾	845			zjir	2.72	IX		back
𗙰	⿰𘡤𘥿	492			kə	1.27	V		tortoise
𗙱	⿰𘡤𘦧	1590			kə	1.27	V		hard
𗙲	⿰𘡤𘦳	1634			rer	2.71	IX		jade necklace
𗙳	⿲𘡤𘫾𘠢	754			kə	1.27	V		coarse
𗙴	⿲𘡤𘢌𘡧	177			rar	1.80	IX		patriarchal clan
𗙵	⿰𘡦𘡭	279			tśja̱	1.21	VII		to indicate
𗙶	⿰𘡦𘡱	364			tsjɨj	1.42	VI		beautiful
𗙷	⿰𘡦𘢌	567			rjir	2.72	IX		front
𗙸	⿰𘡦𘣩	329			rjir	2.72	VIII		felt
𗙹	⿲𘡦𘠁𘫽	1369			lhow	1.54	IX		the moon
𗙺	⿰𘡦𘦈	709			·ju	2.4	VIII		shed
𗙻	⿰𘡦𘦜	1675			tśjo	1.51	VII		to indicate
𗙼	⿰𘡦𘨈	1778			·ju	2.2	VIII		front
𗙽	⿲𘡦𘤜𘠢	799			njɨ	1.30	III		feelings
𗙾	⿲𘡦𘫽𘠴	283			kiwəj	2.36	V		a surname
𗙿	⿰𘡦⿱𘡊𘤻	1756			·ju	2.2	VIII		to guard
𗚀	⿰𘡦⿱𘧉𘣀	1351			tśjo	1.51	VII		to go without a burden
𗚁	⿰𘡦𘫖	368			dju	2.3	III		to make out
𗚂	⿰𘡦𘫦	1683			sjo	2.44	VI		to be familiar with
𗚃	⿱𘡩𘠒	4143			kiə	2.26	V		fork
𗚄	⿱𘡩𘡔	4144			do	1.49	III		peach
𗚅	⿱𘡩𘢩	4383	𗚆		ljụ	1.59	IX		to ring
𗚆	⿱𘡩𘢪	4206			ljụ	1.59	IX		to ring
𗚇	⿱𘡩𘣃	4146			liẹj	1.60	IX		thick
𗚈	⿱𘡩⿰𘠨𘠟	4276			ɣa	2.14	VIII		rice steamer
𗚉	⿱𘡩⿰𘠐𘡃	4172			·ju	2.2	VIII		people
𗚊	⿱𘡩⿰𘢌𘠁	4278			ŋur	1.75	V		head
𗚋	⿱𘡩𘤕	4207			tśji	1.10	VII		branch
𗚌	⿱𘡩𘤥	4095			sji	1.11	VI		tail
𗚍	⿱𘡩𘤧	4411			dzjwã	1.26	VII		rafter
𗚎	⿱𘡩⿲𘠣𘠌𘠅	4149			xow	2.47	VIII		a kind of tree
𗚏	⿱𘡩⿰𘠣𘠴	4096			śia	1.18	VII		Chinese fir
𗚐	⿱𘡩⿰𘠨𘡃	4315			liẹj	1.60	IX		willow
𗚑	⿳𘡩𘠀⿰𘢰𘠆	4099			do	1.49	III		a kind of tree
𗚒	⿱𘡩⿰𘠁𘤕	4163			khju	2.3	V		a kind of tree
𗚓	⿱𘡩⿰𘠒𘢌	4175			tju	1.3	III		a surname
𗚔	⿱𘡩⿰𘠒𘢒	4173			dzjwɨ	2.28	VI		to bathe
𗚕	⿱𘡩⿰𘤆𘠅	4281			lji	2.9	IX		a kind of tree
𗚖	⿱𘡩⿰𘫺𘠺	4247			lhjo̱r	1.94	IX		a unit of measurement
𗚗	⿱𘡩⿰𘫺𘡑	4277			dạ	1.63	III		sandalwood
𗚘	⿱𘡩𘦔	4275			tsjir	1.79	VI		small dish
𗚙	⿱𘡩𘦞	4145			thwo	2.42	III		Chinese parasol tree
𗚚	⿱𘡩𘦳	4209			zew	2.38	IX		wrist
𗚛	⿱𘡩⿰𘡔𘡃	4174			mju	2.3	I		to move
𗚜	⿱𘡩⿰𘠠𘢌	4413			pju	2.3	I		to burn
𗚝	⿱𘡩⿰𘠡𘡰	4350			dze	2.7	VI		thistles and thorns
𗚞	⿱𘡩𘧓	4421			mə	2.25	I		a kind of vegetable
𗚟	⿱𘡩⿰𘠣𘡫	4192			kwã	1.24	V		jar
